title_review,country,date,avp_badge,review_text
Brillian!,Royaume-Uni,19 novembre 2018,Achat vérifié,"

  What a wonderful book and how beautifully written! I was with Michelle Obama every step of the way and found the book impossible to put down. She comes across as a caring, clever and passionate woman and her love for Barack shines through. I found ""Becoming"" inspirational and hope that her legacy, and that of her equally inspiring husband, is not squandered by the current incumbent of the White House.

"
Thoughtful and inspiring,Royaume-Uni,30 décembre 2018,Achat vérifié,"

  The book starts with how the Obama’s left the White House to quickly turn to Michelle’s Chicago-Southside youth  Princeton and her relationship with Barack. It reads well, is warm and sentimental at times. The book neatly fits into the class-struggle story category.It’s essentially all about creating our own life based on your own values rather than living up to the expectations of others. Yet the amazing thing is that she gave up a great career opportunity to support her man which in turn drove her into one of the most controversial roles; that of First Lady - that merely dresses well, shows up at public events and that diligently supports her husband. Yet as we all know, Michelle broke with most protocol in a gracious manner and gave it her own twist. And by doing so she took the top spot among female icons of this century.Other than I feared the book is not overly political, in fact she dislikes politics, albeit there are a few sneers at former president Bush.I got the hard cover of the book that although a bit bulky to carry around displays well.

"
Awesome,Inde,27 novembre 2018,Achat vérifié,"

  Cant put it down. Just started reading and i cant stop. Its an awesome book every one should read. Especially a struggling student. Its inspiring. Its life changing.nit gives you hope and positivity for your future

"
"Mrs. Obama was a great first lady, and she did it her way!",États-Unis,18 novembre 2018,Achat vérifié,"

  I enjoyed the entire book. Thank you for writing it!  I truly believe many young girls will read the book and know they can live with honor like you.

"
Flip through the book when you receive it!,États-Unis,5 décembre 2018,Achat vérifié,"

  The rating is strictly for the production of the book and not the content. I decided to purchase a couple of copies for my Mother and I. I have the book on audible and wanted a hard copy to write notes in. In the picture you’ll notice that there is a hint of ink on a number of the pages. I took a picture of the following pages for comparison. You can’t read them at all or some pages are so faint that if you hold a bright light, like the flash of my camera, you can see the print. I’m obviously returning these copies and hoping the replacements don’t turn out the same.

"
Glad I read it but I found it boring,Royaume-Uni,4 décembre 2018,Achat vérifié,"

  I was glad I read the book but was pleased to get to the end. Interesting to get an insight into how Michelle ended up in the white house and the obstacles she faced. The book was more like a diary but without the interesting bits. I did this , I went there etc. I enjoyed Dreams From my Father more.

"
Phenomenal!,États-Unis,13 novembre 2018,Achat vérifié,"

  Was a joy to experience Mrs. Obama’s perspective on current events and revelation of her past (and present) life experiences. She’s open, honest and forthcoming. Fantastic read. You’ll enjoy it.

"
A must read!,Royaume-Uni,17 novembre 2018,Achat vérifié,"

  It was worth the wait!! A page turner, it's very hard to put it down once you've begun. As you read, it's like  having a conversation with someone you're familiar with-them sharing their story.  You feel authenticity of what's been shared.

"
An Escape to a Better Time,Royaume-Uni,23 novembre 2018,Achat vérifié,"

  Mrs Obama is a real American success story, from Chicago's Southside to an international icon.  As an ex-pat American, living for 23 years in the U.K., the Obamas did and do represent the country I grew up in - a land of opportunity, even for those that were historically oppressed and still are.  Whatever you might think about the U.S. and its policies, this woman and her family have done us proud.  It is a good read, humorous and warm.  Worth buying for the story about how he proposed to her if nothing else but of course there is so much more.  Michelle Obama has done and will continue to do much good in the world.  I'm buying everyone a Christmas copy.

"
Fürchterlich langweilig,Allemagne,4 décembre 2018,Achat vérifié,"

  Mit großer Erwartung habe ich mir das Buch in der Kindle-Version gekauft. Ein schöner runder Erzählstil mit einer außergewöhnlich guten Wortwahl. Leider ist es entsetzlich langatmig und leider damit auch langweilig geschrieben. Nach 40 Seiten, habe ich dann geschaut wie lange es dauert bis ich es ausgelesen habe. Also dort 25 Stunden stand, habe ich das Elend beendet. Leider kann ich es über Kindle nicht zurückgeben.

"
Captivating,Royaume-Uni,13 novembre 2018,Achat vérifié,"

  This is one of those books you just can’t put down!

"
Einwandfreie Ersatzlierferung,Allemagne,14 novembre 2018,Achat vérifié,"

  Leider kam das Buch unverschweißt an und hat scheinbar durch Feuchtigkeit gelitten. Die Seiten schlagen Wellen und bei einem neuen Buch ist es ja gerade das Schöne, das es völlig unberührt zu sein scheint. Das geht leider zurück.Update 19.11.2018Das Buch kam heute als Ersatz in einer Luftpolstertasche an und war einwandfrei! Keine Wellen, keine Flecken außen! Schnelle Abwicklung! Danke dafür :)

"
Disappointing,Royaume-Uni,15 janvier 2020,Achat vérifié,"

  Too long and 'fairy tale' like

"
An antidote to the Trump Presidency,États-Unis,14 novembre 2018,Achat vérifié,"

  I started reading and couldn't put it down, finishing it literally 24 hrs after delivery.  Michelle Robinson Obama's story is one of challenges met, hard work tempered with good sense, and above all, how a few key people in a life can support a young girl and elevate her, so that she, in turn, can elevate others.  It is a wonderful, heartfelt, true story of HOPE in a world gone far too cynical.

"
Very well written,Royaume-Uni,19 novembre 2018,Achat vérifié,"

  Extremely well written memoir.  Will inspire you to be better.  Was comforting to know that she's had thoughts of never feeling good enough and struggled a bit with her career changes and leaving law.  Very relatable and would encourage everyone to read it.

"
Nothing,Royaume-Uni,27 décembre 2018,Achat vérifié,"

  Goid book

"
"""Failure is a feeling...long before it becomes a result.""",Canada,16 novembre 2018,Achat vérifié,"

  Regardless of the varied  political views held by my Canadian family and friends, no one has ever said anything bad about Michelle Obama.  Quite an accomplishment around here. We all agree on her contributions to improving people's health and her amazing class. We have a ban in my home on political discussions due to all the hurt and anger that's been swallowed over the past two years. ALL admire Michelle Obama.This memoir truly holds pearls of wisdom for everyone.  It is raw, authentic, detailed and really held my attention.  Michelle Obama  enforces how important early mentors or role models are. Dr. Lavizzo, her high school principal said ""Failure is a feeling, long before it becomes a result"" as he struggled to uplift and defend his community. Michelle's Mom, when realtors were suggesting people sell their homes and get out of the South Shore area of Chicago quickly before it's too late,  started raising money for classroom supplies, held teacher appreciation dinners and lobbied for high performance student classrooms.  Just some of the superb role models Michelle was exposed to.This memoir covers from childhood to now and certainly includes all phases including the high end of her amazing life so far.  All the small personal details drew me in.  She shares how suffocating it was to not be able to open her windows in the white house due to security concerns.  She so wanted to let the breeze in.  Or how she just wanted to make her own toast!  Have a little privacy.  Such a personal and detailed raw memoir which included problems with her marriage and fertility.An amazing read.  I was glued to this book.  When you consider how her ancestors may have assisted in the building of the White House as slaves and she became the First Lady. Remarkable high achieving Lady. Highly Recommend.

"
